LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,atraso_medio,media_faturas,media_pagamento,default
50000,2,2,1,27,0.16666666666666666,35790.666666666664,6566.833333333333,0
80000,2,2,2,27,1.1666666666666667,3982.3333333333335,753.5,0
20000,2,2,2,26,0.0,14318.666666666666,719.1666666666666,0
50000,2,2,2,27,1.6666666666666667,45406.833333333336,1677.6666666666667,1
80000,2,2,2,26,0.0,79441.83333333333,3341.6666666666665,0
340000,2,1,2,26,-1.0,9972.0,10569.166666666666,0
30000,2,2,1,27,0.0,26553.0,5362.0,0
120000,2,2,2,27,-0.16666666666666666,23254.166666666668,1013.8333333333334,0
50000,2,1,2,27,-0.16666666666666666,1306.6666666666667,0.0,1
50000,2,2,2,27,0.0,25280.333333333332,1418.8333333333333,0
500000,2,1,2,28,-0.6666666666666666,14458.5,6750.166666666667,0
360000,2,2,2,27,-0.6666666666666666,416.6666666666667,0.0,1
60000,2,1,2,27,0.3333333333333333,2899.8333333333335,897.1666666666666,0
50000,2,2,2,27,0.0,43301.5,1681.8333333333333,0
130000,2,1,2,27,-0.3333333333333333,28898.333333333332,20454.0,0
360000,2,2,2,29,0.0,54667.666666666664,6276.0,0
160000,2,2,2,27,0.5,156953.66666666666,6369.5,0
360000,2,2,1,27,-2.0,3421.1666666666665,2563.5,0
210000,2,2,2,28,-2.0,23745.333333333332,24192.666666666668,0
230000,2,2,2,28,1.3333333333333333,195613.66666666666,9108.833333333334,1
70000,2,2,2,27,1.0,38027.166666666664,2938.1666666666665,1
50000,2,2,1,25,-0.8333333333333334,2476.8333333333335,2334.6666666666665,0
80000,2,2,2,25,-1.0,1869.0,1310.0,0
100000,2,2,2,26,-0.16666666666666666,7560.833333333333,2438.5,1
200000,2,2,1,28,0.0,113467.16666666667,4371.166666666667,0
70000,2,2,2,28,0.0,70013.5,2876.6666666666665,0
110000,2,1,1,28,0.3333333333333333,100964.83333333333,5724.333333333333,0
50000,2,1,2,28,1.8333333333333333,51398.5,1709.3333333333333,1
50000,2,1,2,28,0.5,17410.833333333332,1778.8333333333333,0
70000,2,2,2,27,0.6666666666666666,28192.833333333332,1666.6666666666667,0
60000,2,2,2,27,2.6666666666666665,59808.833333333336,1966.6666666666667,1
130000,2,2,1,27,0.0,81418.33333333333,3351.0,0
150000,2,2,2,25,2.0,118162.0,4166.666666666667,1
30000,2,2,2,27,1.0,15937.666666666666,1291.8333333333333,0
200000,2,2,2,26,-0.16666666666666666,10600.833333333334,2839.8333333333335,0
50000,2,2,1,29,0.0,46928.5,1539.0,0
260000,2,1,2,29,-0.5,8688.0,10029.0,0
360000,2,1,2,29,-0.3333333333333333,13660.333333333334,6505.0,0
30000,2,2,2,29,1.0,16182.0,1216.6666666666667,1
100000,2,2,1,29,1.0,80061.33333333333,3500.6666666666665,1
80000,2,2,1,29,0.6666666666666666,55372.0,2491.3333333333335,0
30000,2,2,1,29,0.3333333333333333,27306.5,2024.0,0
400000,2,1,2,28,-0.5,5247.5,3827.0,0
240000,2,1,2,29,-0.5,1510.5,781.5,0
110000,2,2,2,30,1.6666666666666667,124028.0,4500.0,1
220000,2,1,2,28,-0.5,21028.833333333332,1670.0,0
200000,2,1,2,28,0.0,123019.5,18600.833333333332,0
360000,2,2,2,28,0.0,273515.6666666667,22151.0,0
30000,2,2,2,28,2.0,20947.166666666668,1150.0,0
110000,2,1,2,28,0.0,74804.16666666667,2866.5,0
80000,2,1,2,29,0.0,39286.333333333336,4500.0,0
50000,2,2,2,35,0.0,15802.5,1175.0,0
100000,2,1,2,22,0.5,75134.5,2750.0,1
50000,2,2,2,23,0.0,13985.166666666666,1416.6666666666667,0
350000,2,3,2,28,-2.0,0.0,0.0,1
80000,2,3,1,28,0.0,56964.166666666664,2128.3333333333335,1
90000,2,1,1,29,0.0,28217.833333333332,1361.6666666666667,0
120000,2,1,2,27,0.0,44327.666666666664,1360.0,0
50000,2,1,2,25,0.0,5233.833333333333,783.3333333333334,0
50000,2,2,2,23,0.0,13055.666666666666,1016.6666666666666,0
90000,2,2,2,24,0.3333333333333333,10582.166666666666,1157.0,0
70000,2,2,2,25,0.0,34857.833333333336,2534.8333333333335,0
10000,2,2,1,31,0.8333333333333334,9022.5,580.0,0
130000,2,2,2,29,-0.16666666666666666,719.5,525.0,0
360000,2,1,2,27,0.0,101428.83333333333,3318.0,0
80000,2,2,1,35,1.5,69597.16666666667,3574.6666666666665,0
70000,2,2,2,27,0.3333333333333333,51544.833333333336,2324.0,0
30000,2,1,2,22,0.5,16574.5,507.3333333333333,1
80000,2,2,2,24,0.0,69908.5,2933.1666666666665,0
80000,2,2,2,24,-1.3333333333333333,843.6666666666666,654.6666666666666,0
150000,2,1,2,29,0.6666666666666666,39492.666666666664,1344.8333333333333,0
260000,2,2,2,29,0.0,124533.33333333333,3866.6666666666665,0
20000,2,2,1,29,1.3333333333333333,18236.5,1433.3333333333333,0
20000,2,2,2,25,0.0,9644.166666666666,714.8333333333334,1
200000,2,2,2,27,-0.16666666666666666,10661.0,7652.0,0
110000,2,2,1,25,2.1666666666666665,95184.83333333333,2700.0,1
160000,2,1,1,24,-0.6666666666666666,4708.166666666667,4039.0,0
20000,2,2,1,24,0.0,15912.333333333334,783.3333333333334,0
110000,2,2,2,26,0.0,74473.0,6236.0,0
200000,2,1,2,30,1.0,108346.0,8393.166666666666,1
50000,2,3,2,29,0.3333333333333333,34879.5,1273.0,1
340000,2,2,2,30,-0.16666666666666666,111343.83333333333,21248.333333333332,0
220000,2,1,2,30,-2.0,8102.5,7342.833333333333,0
180000,2,2,2,30,0.0,133223.5,5766.666666666667,0
110000,2,5,2,32,0.8333333333333334,89718.5,3390.8333333333335,0
50000,2,2,1,32,0.0,39824.166666666664,1510.1666666666667,0
50000,2,3,2,28,2.1666666666666665,41735.0,1566.6666666666667,0
240000,2,2,2,29,0.0,8321.833333333334,2753.8333333333335,0
200000,2,1,2,29,-2.0,12791.833333333334,3803.8333333333335,0
90000,2,3,1,29,0.0,79187.0,3246.0,0
20000,2,2,1,29,-0.5,1844.6666666666667,635.0,1
300000,2,1,2,30,-2.0,0.0,0.0,1
290000,2,2,2,30,-0.6666666666666666,3027.8333333333335,3341.8333333333335,0
20000,2,2,1,30,-0.6666666666666666,7662.0,503.3333333333333,1
200000,2,2,2,31,0.0,114728.0,8901.833333333334,0
130000,2,1,1,31,0.0,128528.0,5133.333333333333,0
10000,2,2,2,27,0.3333333333333333,8197.333333333334,614.8333333333334,0
210000,2,1,2,28,0.0,57053.666666666664,3256.6666666666665,0
130000,2,2,1,28,0.0,106438.0,4113.0,0
80000,2,2,1,29,1.3333333333333333,60112.333333333336,1883.3333333333333,1
410000,2,1,1,37,-0.16666666666666666,24300.333333333332,6143.0,0
60000,2,2,1,31,1.3333333333333333,41206.5,2450.0,1
30000,2,2,2,31,-2.0,0.0,0.0,0
320000,2,2,1,32,0.0,69715.83333333333,8396.0,0
80000,2,2,1,32,-0.6666666666666666,5594.333333333333,3657.8333333333335,0
210000,2,2,1,32,-0.3333333333333333,159630.83333333334,19962.166666666668,0
60000,2,2,1,32,2.0,22333.0,1033.3333333333333,1
310000,2,2,1,29,-2.0,4341.5,2699.0,0
130000,2,2,2,25,-0.5,89922.5,45619.0,0
60000,2,2,2,26,0.0,42196.0,1710.1666666666667,0
30000,2,2,2,29,0.0,16493.833333333332,689.1666666666666,0
150000,2,2,2,25,-0.8333333333333334,4095.1666666666665,3122.0,0
30000,2,2,1,25,2.0,29467.333333333332,1246.6666666666667,1
130000,2,2,2,42,-0.5,35810.5,5707.333333333333,0
50000,2,2,2,26,2.0,21051.5,1261.6666666666667,0
170000,2,2,2,27,0.0,35783.5,2500.0,0
30000,2,2,1,32,1.3333333333333333,27655.666666666668,915.0,1
250000,2,3,1,32,-1.0,860.0,790.0,0
110000,2,2,2,32,0.8333333333333334,91106.16666666667,2919.1666666666665,0
160000,2,1,2,29,-0.16666666666666666,72993.66666666667,19592.5,0
340000,2,1,2,33,0.6666666666666666,63697.833333333336,4683.333333333333,0
100000,2,3,1,36,0.0,94685.5,3588.6666666666665,0
230000,2,2,2,28,0.0,60074.333333333336,2666.6666666666665,0
200000,2,1,1,31,-2.0,0.0,0.0,0
30000,2,2,1,30,4.666666666666667,2400.0,0.0,1
120000,2,2,2,30,0.0,116418.5,5141.166666666667,0
120000,2,2,2,28,0.0,67249.66666666667,2548.3333333333335,0
50000,2,2,1,31,1.0,29997.833333333332,713.0,1
20000,2,3,2,31,0.0,4037.5,583.5,0
500000,2,2,2,30,0.0,77204.5,17664.5,0
100000,2,1,2,31,-0.5,616.6666666666666,1228.5,0
50000,2,1,2,38,1.0,22713.833333333332,962.6666666666666,1
210000,2,1,2,30,0.0,7830.5,2583.3333333333335,0
50000,2,2,1,30,-1.0,16970.833333333332,400.0,0
200000,2,3,1,29,1.3333333333333333,132502.66666666666,4933.333333333333,1
150000,2,2,2,27,-0.8333333333333334,21455.5,12192.833333333334,0
50000,2,2,1,34,1.0,60663.0,3018.6666666666665,1
300000,2,1,2,30,0.0,184568.83333333334,9286.5,0
120000,2,1,2,31,-0.8333333333333334,368.6666666666667,316.0,0
190000,2,2,2,36,0.0,183572.66666666666,6804.0,0
70000,2,2,1,35,0.0,68795.66666666667,2922.0,0
50000,2,2,1,39,1.3333333333333333,58977.666666666664,10115.333333333334,1
50000,2,2,2,38,0.3333333333333333,22610.5,3823.3333333333335,0
80000,2,3,1,38,0.3333333333333333,74376.33333333333,3429.6666666666665,0
30000,2,2,3,35,0.0,28005.166666666668,1199.0,1
140000,2,2,1,41,0.3333333333333333,46102.5,2433.3333333333335,0
20000,2,3,1,49,1.3333333333333333,19981.333333333332,531.0,1
30000,2,2,1,38,-1.0,1619.5,167.83333333333334,1
260000,2,3,1,44,0.0,123788.5,4383.833333333333,0
30000,2,1,1,48,1.0,28457.833333333332,1650.0,1
50000,2,2,2,41,0.5,35498.666666666664,1506.1666666666667,1
50000,2,2,1,35,0.0,22546.0,2833.3333333333335,0
60000,2,3,1,35,0.8333333333333334,15737.5,2166.6666666666665,1
50000,2,2,1,48,0.5,19036.0,1250.0,1
80000,2,2,1,38,0.0,54273.5,1987.1666666666667,0
80000,2,2,1,41,0.3333333333333333,73622.5,3019.5,1
100000,2,3,1,40,0.0,46691.833333333336,1497.8333333333333,0
30000,2,3,1,37,1.1666666666666667,21258.0,674.1666666666666,0
30000,2,2,1,49,0.6666666666666666,26410.333333333332,1469.6666666666667,0
30000,2,3,1,46,0.3333333333333333,12252.333333333334,895.1666666666666,0
50000,2,2,1,31,1.8333333333333333,8571.166666666666,3.3333333333333335,1
240000,2,2,2,48,0.0,217306.33333333334,8015.666666666667,1
30000,2,3,1,44,-1.3333333333333333,63.166666666666664,63.166666666666664,0
240000,2,2,2,35,-1.0,4773.5,167.5,0
50000,2,2,2,31,2.0,31047.166666666668,1516.6666666666667,1
70000,2,1,2,23,0.0,21770.833333333332,7250.166666666667,1
80000,2,3,1,28,0.0,58536.333333333336,2082.6666666666665,0
120000,2,2,2,30,0.6666666666666666,103572.66666666667,4616.666666666667,0
100000,2,3,1,32,1.3333333333333333,36969.333333333336,2359.0,0
50000,2,2,1,44,-1.3333333333333333,8274.0,0.0,0
320000,2,2,1,39,-0.8333333333333334,18954.166666666668,12820.5,0
220000,2,1,1,36,0.0,207269.16666666666,7767.5,0
140000,2,1,2,33,0.0,89872.83333333333,4500.0,0
140000,2,1,1,37,0.0,128072.83333333333,4964.333333333333,1
50000,2,2,2,24,-0.16666666666666666,24796.333333333332,6885.833333333333,0
60000,2,1,2,25,-0.5,433.6666666666667,344.0,1
90000,2,2,2,47,0.0,51567.5,1657.5,0
20000,2,2,3,44,4.666666666666667,2400.0,0.0,1
130000,2,2,2,29,0.3333333333333333,48378.666666666664,9833.333333333334,0
80000,2,2,1,34,1.1666666666666667,65894.83333333333,1665.1666666666667,1
230000,2,2,1,37,0.0,125156.0,4497.666666666667,0
180000,2,2,1,29,0.0,26182.5,1351.0,0
20000,2,2,2,34,-1.3333333333333333,3427.6666666666665,6793.333333333333,0
210000,2,2,1,34,0.3333333333333333,20940.666666666668,4929.166666666667,0
70000,2,2,2,22,1.3333333333333333,63198.666666666664,2133.3333333333335,0
50000,2,1,2,22,0.0,17748.0,1185.0,0
140000,2,2,1,30,0.3333333333333333,87776.66666666667,3666.6666666666665,0
100000,2,2,1,32,0.0,23076.5,5618.5,0
80000,2,2,2,37,-2.0,1588.1666666666667,657.6666666666666,0
300000,2,1,1,36,-1.0,714.6666666666666,1176.0,0
200000,2,3,2,26,-0.6666666666666666,1137.0,845.3333333333334,0
100000,2,2,2,29,-1.5,200.0,100.0,0
50000,2,2,1,45,0.0,37978.666666666664,1784.8333333333333,0
140000,2,3,1,47,3.3333333333333335,127910.0,833.3333333333334,0
50000,2,2,1,28,0.0,35319.0,1438.3333333333333,0
500000,2,1,2,28,0.0,148699.5,12538.5,0
360000,2,2,2,31,-1.8333333333333333,1970.3333333333333,1947.0,0
240000,2,2,2,34,-1.5,-10.0,0.0,0
200000,2,1,1,35,-0.5,456.6666666666667,435.6666666666667,0
280000,2,1,1,35,0.0,168094.33333333334,13343.833333333334,0
330000,2,1,1,36,-1.0,713.3333333333334,1346.6666666666667,0
100000,2,3,2,32,0.0,55109.666666666664,4916.5,0
30000,2,3,1,35,0.8333333333333334,2904.1666666666665,100.0,1
130000,2,2,2,37,0.3333333333333333,104480.66666666667,4112.166666666667,1
30000,2,2,2,41,0.5,20282.0,970.0,0
50000,2,3,3,43,0.8333333333333334,18378.0,914.8333333333334,1
80000,2,2,1,39,0.8333333333333334,1033.6666666666667,554.3333333333334,1
570000,2,1,2,30,-0.3333333333333333,175528.33333333334,41852.166666666664,0
20000,2,2,1,32,1.1666666666666667,21332.5,850.0,0
90000,2,2,2,35,0.0,28400.833333333332,1251.5,0
150000,2,3,1,43,0.6666666666666666,118065.16666666667,3933.3333333333335,1
110000,2,2,1,41,0.0,127566.0,3376.3333333333335,0
170000,2,3,1,37,0.5,30862.333333333332,2180.8333333333335,0
90000,2,2,2,26,0.0,48580.166666666664,2041.6666666666667,0
110000,2,2,2,26,0.0,48076.333333333336,2083.3333333333335,0
20000,2,2,1,28,-0.5,646.6666666666666,0.0,0
200000,2,2,1,31,2.1666666666666665,5000.0,0.0,1
50000,2,2,1,34,0.0,43603.0,1702.0,0
50000,2,3,1,45,0.0,22238.5,1165.1666666666667,0
30000,2,3,1,46,-0.16666666666666666,12521.666666666666,7657.333333333333,0
50000,2,3,1,46,-1.0,397.6666666666667,481.3333333333333,1
80000,2,3,1,26,0.6666666666666666,10565.166666666666,1516.6666666666667,0
160000,2,1,2,26,-0.5,86734.33333333333,2059.0,0
10000,2,2,2,40,-1.5,42.166666666666664,555.0,1
20000,2,2,2,26,0.8333333333333334,17788.333333333332,795.8333333333334,0
70000,2,1,1,34,0.0,42840.333333333336,2448.5,0
110000,2,3,3,37,0.3333333333333333,62424.166666666664,2193.0,0
150000,2,2,1,45,-1.5,7177.166666666667,12272.666666666666,0
500000,2,1,1,39,0.0,436380.3333333333,23238.666666666668,0
30000,2,2,1,48,1.6666666666666667,29783.0,1400.0,1
160000,2,3,1,46,-0.8333333333333334,6843.666666666667,6558.166666666667,0
300000,2,2,1,36,-1.1666666666666667,38822.5,27063.333333333332,0
200000,2,3,1,46,-0.16666666666666666,131650.0,10443.666666666666,0
50000,2,2,2,35,-0.5,1446.3333333333333,675.0,0
80000,2,2,2,29,0.0,37968.5,1533.3333333333333,0
140000,2,2,2,29,0.3333333333333333,103619.33333333333,4334.0,0
60000,2,3,1,32,0.0,45942.166666666664,1989.6666666666667,1
50000,2,3,1,47,1.3333333333333333,25973.666666666668,1794.3333333333333,0
30000,2,2,2,39,0.0,29689.166666666668,1312.1666666666667,0
80000,2,2,1,45,0.0,27870.0,1250.6666666666667,0
50000,2,2,1,43,0.5,49284.833333333336,2137.1666666666665,0
90000,2,2,2,39,-0.16666666666666666,1152.8333333333333,354.0,0
120000,2,2,1,46,0.0,69834.66666666667,2475.1666666666665,0
50000,2,2,1,39,1.3333333333333333,39887.5,1833.3333333333333,1
80000,2,2,2,31,0.6666666666666666,78951.83333333333,3666.6666666666665,0
160000,2,1,1,31,-1.3333333333333333,2606.1666666666665,2091.3333333333335,0
140000,2,2,2,33,-1.0,2566.0,2566.0,0
50000,2,2,1,33,0.0,19654.666666666668,2729.3333333333335,0
50000,2,2,1,35,0.0,28576.333333333332,2916.6666666666665,0
50000,2,3,2,40,0.0,22858.833333333332,5716.666666666667,0
360000,2,2,1,47,-0.6666666666666666,22297.166666666668,13298.333333333334,0
120000,2,2,1,38,0.3333333333333333,22571.0,1214.0,0
160000,2,3,1,38,1.3333333333333333,112892.5,3633.3333333333335,1
100000,2,2,1,42,0.0,9299.666666666666,770.6666666666666,0
110000,2,2,1,46,0.3333333333333333,91360.83333333333,3623.3333333333335,0
300000,2,3,2,30,-2.0,0.0,0.0,1
110000,2,2,2,31,0.0,88364.33333333333,3419.3333333333335,0
220000,2,1,1,31,0.0,76169.0,4250.0,0
100000,2,2,2,31,0.0,74934.83333333333,1907.0,0
50000,2,2,2,28,0.3333333333333333,8299.0,586.5,0
140000,2,2,2,28,0.5,2186.8333333333335,333.3333333333333,0
50000,2,2,1,43,-0.6666666666666666,14230.666666666666,8671.0,0
30000,2,3,1,28,0.0,13445.833333333334,984.6666666666666,1
170000,2,2,2,30,0.0,93682.5,4566.666666666667,0
260000,2,2,1,32,-2.0,686.5,613.3333333333334,1
290000,2,2,1,33,-2.0,1709.1666666666667,1526.8333333333333,1
80000,2,2,2,37,-0.6666666666666666,17243.166666666668,333.3333333333333,1
160000,2,2,1,35,-0.5,842.0,776.0,0
100000,2,1,1,40,1.0,79640.83333333333,2120.0,1
40000,2,2,1,37,1.6666666666666667,26808.833333333332,1316.6666666666667,1
290000,2,1,2,35,0.0,195479.16666666666,7583.333333333333,0
160000,2,2,2,42,0.8333333333333334,116002.83333333333,3341.3333333333335,1
140000,2,2,1,36,1.3333333333333333,52218.833333333336,17201.5,0
80000,2,2,2,45,-1.1666666666666667,13425.0,13958.333333333334,0
30000,2,2,1,42,2.3333333333333335,18615.333333333332,1000.0,1
70000,2,2,1,46,2.0,25848.0,1133.3333333333333,1
30000,2,2,1,29,-0.6666666666666666,770.3333333333334,903.8333333333334,1
50000,2,2,1,30,-0.6666666666666666,12040.666666666666,500.0,1
570000,2,1,2,32,0.0,38394.0,3313.3333333333335,0
200000,2,5,1,33,0.0,93934.16666666667,11389.0,0
10000,2,2,1,37,2.0,2664.6666666666665,156.0,0
60000,2,3,1,48,0.0,46916.833333333336,1750.0,1
220000,2,2,2,46,0.6666666666666666,85490.0,4166.666666666667,1
60000,2,2,2,42,0.0,61112.833333333336,2695.3333333333335,1
280000,2,2,1,42,0.3333333333333333,141561.16666666666,5833.333333333333,1
10000,2,2,2,31,0.0,10135.833333333334,909.5,0
200000,2,1,2,31,0.0,178437.83333333334,7116.666666666667,0
200000,2,2,1,33,0.0,37933.833333333336,3067.1666666666665,1
220000,2,2,1,37,0.0,87561.5,20620.0,0
370000,2,2,1,45,0.3333333333333333,211468.5,25666.666666666668,0
100000,2,2,1,36,0.0,15667.0,3200.6666666666665,0
290000,2,2,1,45,0.0,86894.5,4000.0,0
20000,2,3,1,43,-1.5,0.0,0.0,1
200000,2,2,2,36,0.0,196778.0,9376.5,1
110000,2,3,2,33,0.0,45194.166666666664,10340.166666666666,0
80000,2,2,1,41,0.3333333333333333,50819.333333333336,1975.3333333333333,0
100000,2,2,1,36,0.0,96743.0,4016.6666666666665,0
50000,2,2,1,39,0.0,33643.666666666664,1395.6666666666667,0
20000,2,2,3,30,1.1666666666666667,18654.166666666668,835.6666666666666,1
300000,2,1,2,33,-0.8333333333333334,14664.666666666666,14607.666666666666,0
160000,2,2,2,41,-1.3333333333333333,11983.333333333334,0.0,0
80000,2,3,1,40,0.3333333333333333,9616.666666666666,1256.6666666666667,1
30000,2,2,1,34,1.0,18097.333333333332,1033.3333333333333,1
30000,2,2,1,37,1.3333333333333333,10972.666666666666,934.5,0
60000,2,2,1,36,0.0,44969.0,1700.0,0
200000,2,2,2,32,-0.16666666666666666,49401.0,23350.0,1
50000,2,2,1,41,0.0,15117.333333333334,790.5,0
50000,2,3,2,45,-0.5,4278.666666666667,1024.0,0
270000,2,2,1,42,-1.5,-330.0,0.0,0
30000,2,3,1,40,0.3333333333333333,28838.166666666668,1470.1666666666667,1
60000,2,2,1,41,0.0,37114.166666666664,1562.1666666666667,1
60000,2,2,2,28,-0.16666666666666666,752.3333333333334,613.0,1
50000,2,1,1,39,0.0,39498.166666666664,5834.166666666667,1
220000,2,2,1,37,1.1666666666666667,180881.0,5793.333333333333,0
50000,2,3,1,36,0.3333333333333333,45779.333333333336,2381.6666666666665,1
30000,2,3,2,33,0.6666666666666666,25077.166666666668,1084.8333333333333,1
280000,2,2,2,33,0.0,21858.0,1116.0,0
120000,2,2,1,35,1.0,16981.333333333332,6647.666666666667,0
120000,2,3,1,39,1.8333333333333333,72582.33333333333,3033.3333333333335,0
70000,2,3,1,41,0.0,18033.0,941.1666666666666,0
550000,2,2,1,39,0.0,44583.666666666664,1821.0,0
220000,2,2,2,36,0.0,113641.16666666667,4779.166666666667,0
340000,2,2,1,45,-2.0,3791.0,3344.0,0
110000,2,3,2,32,-0.8333333333333334,6763.0,5852.833333333333,0
140000,2,3,1,34,0.0,124863.16666666667,5153.5,0
360000,2,2,2,41,0.0,275537.1666666667,11565.833333333334,1
290000,2,1,2,30,-1.3333333333333333,1217.6666666666667,1018.5,0
200000,2,2,1,48,0.8333333333333334,13641.5,3330.0,0
60000,2,2,1,38,-0.8333333333333334,5189.166666666667,3639.1666666666665,0
40000,2,2,1,43,-2.0,1056.8333333333333,907.1666666666666,0
120000,2,2,2,29,0.16666666666666666,20161.333333333332,10403.333333333334,0
80000,2,2,1,38,0.6666666666666666,39286.5,2084.5,1
300000,2,2,1,43,-2.0,0.0,86.66666666666667,1
20000,2,2,1,25,-1.0,5777.5,8101.0,1
30000,2,2,1,46,1.5,23913.0,1337.6666666666667,1
180000,2,1,2,30,0.0,151482.16666666666,8538.0,0
110000,2,2,2,39,0.0,109625.5,5200.0,0
250000,2,2,1,40,0.0,103696.66666666667,4583.333333333333,0
140000,2,2,2,32,0.0,131612.0,4910.333333333333,0
80000,2,2,1,29,0.6666666666666666,64739.166666666664,2032.0,1
20000,2,3,1,32,0.3333333333333333,19806.833333333332,1283.3333333333333,0
50000,2,3,2,47,0.0,16935.166666666668,2416.6666666666665,0
90000,2,3,1,40,0.0,12129.333333333334,1475.5,0
20000,2,2,1,33,0.0,10573.0,972.3333333333334,0
150000,2,2,2,34,-0.16666666666666666,121806.16666666667,25418.0,0
150000,2,1,1,34,-1.0,2991.5,2992.1666666666665,0
50000,2,3,2,41,0.0,5139.166666666667,658.5,1
90000,2,2,2,47,-1.3333333333333333,341.8333333333333,186.5,0
350000,2,2,2,40,-2.0,17080.666666666668,16033.166666666666,0
30000,2,2,2,38,0.3333333333333333,24898.5,1494.8333333333333,0
150000,2,1,1,28,-1.1666666666666667,5015.0,5015.0,0
190000,2,1,2,29,0.0,98980.16666666667,2989.5,1
340000,2,2,1,36,0.0,3796.5,898.0,0
50000,2,2,1,47,0.0,30384.166666666668,1314.1666666666667,0
50000,2,2,2,29,2.0,30062.333333333332,1257.8333333333333,1
280000,2,2,2,30,-2.0,0.0,25.0,0
230000,2,1,2,31,-1.0,1146.3333333333333,1168.3333333333333,1
400000,2,1,2,31,-0.6666666666666666,19209.0,4719.666666666667,0
190000,2,3,1,37,-0.5,14108.166666666666,4861.333333333333,1
170000,2,1,2,31,-0.16666666666666666,13278.0,4495.333333333333,0
150000,2,1,2,30,-1.0,627.6666666666666,313.8333333333333,1
140000,2,1,2,32,0.3333333333333333,107145.5,7002.833333333333,1
110000,2,2,2,23,-0.16666666666666666,44868.666666666664,14065.333333333334,0
260000,2,1,2,31,-1.6666666666666667,3291.3333333333335,1385.8333333333333,0
30000,2,2,2,37,0.3333333333333333,17820.666666666668,2416.6666666666665,0
130000,2,3,1,42,0.6666666666666666,95443.83333333333,3233.3333333333335,1
190000,2,3,2,37,-0.16666666666666666,92672.66666666667,35439.666666666664,0
10000,2,2,2,36,0.5,8241.833333333334,674.8333333333334,1
30000,2,2,1,42,0.3333333333333333,10049.0,1861.6666666666667,1
300000,2,1,2,45,0.0,125846.5,16971.666666666668,0
200000,2,2,1,40,-1.0,11127.833333333334,11787.666666666666,0
130000,2,3,1,36,0.0,122405.33333333333,4390.333333333333,0
400000,2,3,2,35,-2.0,8569.666666666666,9463.5,1
220000,2,2,2,32,0.0,99506.5,4193.5,0
100000,2,1,1,34,-1.3333333333333333,52.5,80.0,0
80000,2,2,1,38,0.0,24189.0,1104.0,0
50000,2,3,2,34,0.0,48676.666666666664,2618.5,0
200000,2,1,1,34,-1.5,0.0,0.0,0
400000,2,2,1,43,0.0,262994.3333333333,9833.333333333334,0
50000,2,2,2,48,-0.16666666666666666,30070.333333333332,1800.0,0
140000,2,3,1,37,-0.5,3057.3333333333335,793.5,0
10000,2,2,1,49,0.0,7578.833333333333,925.3333333333334,0
80000,2,3,1,41,-0.5,2061.8333333333335,976.6666666666666,0
220000,2,1,1,38,0.0,143385.16666666666,5370.5,0
80000,2,2,2,45,0.0,71781.16666666667,2417.3333333333335,0
360000,2,1,1,35,-1.0,58065.333333333336,45100.5,1
20000,2,2,1,46,1.3333333333333333,18756.833333333332,953.3333333333334,1
20000,2,2,1,46,0.0,11764.333333333334,814.5,0
20000,2,3,2,34,1.5,19567.5,900.6666666666666,0
70000,2,2,1,38,0.0,62174.833333333336,2418.8333333333335,0
210000,2,2,1,33,-0.8333333333333334,24627.833333333332,15524.166666666666,0
240000,2,2,1,32,-0.6666666666666666,60039.833333333336,1822.0,0
50000,2,2,1,34,0.0,27522.666666666668,1625.0,0
50000,2,2,1,31,0.0,20604.333333333332,8674.0,0
230000,2,1,2,38,-1.1666666666666667,579.0,193.0,0
120000,2,1,2,45,0.3333333333333333,91114.83333333333,4035.8333333333335,0
180000,2,1,2,44,0.3333333333333333,7599.333333333333,689.5,1
290000,2,1,1,38,-1.0,16835.0,17788.666666666668,0
160000,2,1,1,47,0.0,130505.0,5134.166666666667,0
80000,2,3,1,43,2.3333333333333335,71392.5,2950.0,1
50000,2,2,2,31,1.3333333333333333,31251.833333333332,1516.6666666666667,1
20000,2,3,1,33,-1.5,0.0,0.0,1
50000,2,2,3,34,-0.16666666666666666,23385.0,1522.8333333333333,1
80000,2,2,1,34,1.6666666666666667,66059.66666666667,2580.3333333333335,1
30000,2,3,1,43,0.5,24344.666666666668,750.0,0
10000,2,2,1,37,1.1666666666666667,8728.666666666666,630.8333333333334,1
200000,2,2,2,41,-1.0,30523.833333333332,27945.166666666668,0
50000,2,2,1,33,0.0,41992.0,1990.6666666666667,0
480000,2,2,2,34,0.0,385100.6666666667,38997.166666666664,1
260000,2,2,1,46,-0.3333333333333333,21129.666666666668,10610.833333333334,0
200000,2,1,2,34,0.0,125498.66666666667,7283.333333333333,0
210000,2,1,1,40,-1.0,1758.5,2637.8333333333335,0
70000,2,2,1,41,2.6666666666666665,53088.0,2116.6666666666665,1
50000,2,2,1,43,1.0,42299.666666666664,1539.8333333333333,0
20000,2,2,2,45,0.6666666666666666,16316.166666666666,1182.1666666666667,1
80000,2,2,1,35,-1.3333333333333333,5395.0,5283.5,0
200000,2,3,1,37,-0.6666666666666666,22055.333333333332,18921.0,0
210000,2,1,1,38,-1.3333333333333333,5207.666666666667,4099.333333333333,0
210000,2,3,1,35,0.0,40871.666666666664,4798.5,0
